start_station_name,start_lat,start_lng,end_station_name,end_lat,end_lng,trip_count
W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747852,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,1924
W 54 St & 9 Ave,40.76584941,-73.98690506,9 Ave & W 45 St,40.76019252,-73.9912551,1923
Franklin St & Dupont St,40.73564,-73.95866,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,1920
Nassau Ave & Russell St,40.72557,-73.94434,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,1918
11 Ave & W 41 St,40.76030096,-73.99884222,W 34 St &\tHudson Blvd E,40.75516719072139,-74.00059908628464,1911
University Pl & E 14 St,40.734814,-73.992085,University Pl & E 14 St,40.734814,-73.992085,1911
2 Ave & E 96 St,40.7839636,-73.9471673,E 102 St & 1 Ave,40.7869946,-73.94164802,1910
University Pl & E 14 St,40.734814,-73.992085,Broadway & E 14 St,40.73454567,-73.99074142,1907
Broadway & W 53 St,40.76344058,-73.98268129,W 53 St & 10 Ave,40.76669671,-73.99061728,1907
Vesey Pl & River Terrace,40.7153379,-74.01658354,Vesey Pl & River Terrace,40.7153379,-74.01658354,1905
India St & Manhattan Ave,40.73232194,-73.9550858,Franklin St & Dupont St,40.73564,-73.95866,1905
Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,India St Pier,40.731734785883454,-73.9612390102593,1900
6 Ave & W 33 St,40.74901271,-73.98848395,6 Ave & W 45 St,40.756951,-73.982631,1895
E 40 St & Park Ave,40.750756,-73.978326,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,1895
Washington St & Gansevoort St,40.739323,-74.008119,Washington St & Gansevoort St,40.739323,-74.008119,1891
1 Ave & E 16 St,40.73221853,-73.98165557,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,1887
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,1882
W 21 St & 6 Ave,40.74173969,-73.99415556,6 Ave & W 33 St,40.74901271,-73.98848395,1881
1 Ave & E 18 St,40.73381219196632,-73.98054420948029,1 Ave & E 16 St,40.73221853,-73.98165557,1875
West Thames St,40.70834698,-74.01713445,West Thames St,40.70834698,-74.01713445,1871
31 St & Newtown Ave,40.7675487799971,-73.9209334552288,Newtown Ave & 23 St,40.7713615,-73.9246145,1870
Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,1865
Broadway & Berry St,40.71044554,-73.96525063,N 6 St & Bedford Ave,40.71745169,-73.95850939,1863
Franklin St & Dupont St,40.73564,-73.95866,India St & Manhattan Ave,40.73232194,-73.9550858,1860
Kingsland Ave & Nassau Ave,40.72577,-73.94173,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,1851
Broadway & E 14 St,40.73454567,-73.99074142,Washington Pl & Broadway,40.72903917,-73.99404649,1844
Little West St & 1 Pl,40.70569254,-74.01677685,Little West St & 1 Pl,40.70569254,-74.01677685,1843
Clinton St & Cherry St,40.711471394469264,-73.98672603070736,Clinton St & Grand St,40.71559509,-73.9870295,1841
West St & Chambers St,40.71754834,-74.01322069,Washington St & Gansevoort St,40.739323,-74.008119,1840
E 27 St & Park Ave S,40.74275179648995,-73.9847157150507,E 40 St & Park Ave,40.750756,-73.978326,1839
Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,1831
Atlantic Ave & Furman St,40.69165183,-73.9999786,Atlantic Ave & Furman St,40.69165183,-73.9999786,1831
Driggs Ave & Lorimer St,40.72179134,-73.9504154,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,1831
E 47 St & Park Ave,40.75510267,-73.97498696,W 41 St & 8 Ave,40.75640548,-73.9900262,1828
8 Ave & W 16 St,40.740983,-74.001702,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,1823
Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003,Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003,1817
E 1 St & 1 Ave,40.72335597960796,-73.98864984512329,E 2 St & Avenue C,40.7208736,-73.98085795,1814
W 29 St & 9 Ave,40.7500727,-73.99839279,9 Ave & W 18 St,40.74317449,-74.00366443,1811
Ave A & E 14 St,40.73031071000895,-73.98047178983688,E 9 St & Avenue C,40.72521311,-73.97768752,1810
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,Willoughby St & Fleet St,40.69196566,-73.9813018,1806
46 Ave & 5 St,40.74731,-73.95451,44 Dr & Jackson Ave,40.74718234,-73.9432635,1805
1 Ave & E 16 St,40.73221853,-73.98165557,E 27 St & 1 Ave,40.739445,-73.976806,1802
W 21 St & 6 Ave,40.74173969,-73.99415556,10 Ave & W 28 St,40.75066386,-74.00176802,1802
Centre St & Chambers St,40.71273266,-74.0046073,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,1799
W 89 St & Columbus Ave,40.7882213,-73.97041561,Columbus Ave & W 72 St,40.7770575,-73.97898475,1798
Central Park West & W 72 St,40.77579376683666,-73.9762057363987,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,1796
Central Park W & W 97 St,40.79249519495111,-73.96417066463071,Central Park W & W 97 St,40.79249519495111,-73.96417066463071,1793
E 2 St & Avenue B,40.72217444,-73.98368779,E 1 St & 1 Ave,40.72335597960796,-73.98864984512329,1787
West St & Liberty St,40.711444,-74.014847,10 Ave & W 14 St,40.74198159994023,-74.00831580162048,1787
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,E 32 St & Park Ave,40.7457121,-73.98194829,1781
Broadway & E 21 St,40.73988840858996,-73.98958593606949,University Pl & E 14 St,40.734814,-73.992085,1779
8 Ave & W 16 St,40.740983,-74.001702,W 20 St & 10 Ave,40.745686,-74.005141,1777
West St & Chambers St,40.71754834,-74.01322069,Little West St & 1 Pl,40.70569254,-74.01677685,1770
West St & Liberty St,40.711444,-74.014847,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,1768
Monroe St & Tompkins Ave,40.686203,-73.944694,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,1763
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,E 40 St & Park Ave,40.750756,-73.978326,1763
Ave A & E 14 St,40.73031071000895,-73.98047178983688,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,1758
West St & Liberty St,40.711444,-74.014847,Vesey Pl & River Terrace,40.7153379,-74.01658354,1750
Park Cir & East Dr,40.651566,-73.972212,Park Cir & East Dr,40.651566,-73.972212,1749
Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,Kingsland Ave & Nassau Ave,40.72577,-73.94173,1742
2 Ave & E 104 St,40.7892105,-73.94370784,2 Ave & E 96 St,40.7839636,-73.9471673,1733
Central Park S & 6 Ave,40.76590936,-73.97634151,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,1730
West End Ave & W 60 St,40.77237,-73.99005,West End Ave & W 60 St,40.77237,-73.99005,1726
6 Ave & W 34 St,40.74964,-73.98805,Broadway & W 41 St,40.75513557,-73.98658032,1726
W 30 St & 10 Ave,40.752694,-74.002353,W 30 St & 10 Ave,40.752694,-74.002353,1724
W 22 St & 10 Ave,40.74691959,-74.00451887,Broadway & E 21 St,40.73988840858996,-73.98958593606949,1721
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,5 Ave & E 72 St,40.77282817,-73.96685276,1718
W 21 St & 6 Ave,40.74173969,-73.99415556,W 20 St & 8 Ave,40.74345335,-74.00004031,1717
W 54 St & 11 Ave,40.768333,-73.992573,W 54 St & 11 Ave,40.768333,-73.992573,1714
India St Pier,40.731734785883454,-73.9612390102593,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,1713
W 22 St & 10 Ave,40.74691959,-74.00451887,W 22 St & 10 Ave,40.74691959,-74.00451887,1713
W 22 St & 10 Ave,40.74691959,-74.00451887,9 Ave & W 22 St,40.7454973,-74.00197139,1710
E 2 St & Avenue C,40.7208736,-73.98085795,E 2 St & Avenue B,40.72217444,-73.98368779,1708
7 Ave & Central Park South,40.7667405590595,-73.9790689945221,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,1708
W 34 St &\tHudson Blvd E,40.75516719072139,-74.00059908628464,11 Ave & W 41 St,40.76030096,-73.99884222,1707
Newtown Ave & 23 St,40.7713615,-73.9246145,31 St & Newtown Ave,40.7675487799971,-73.9209334552288,1704
Broadway & W 56 St,40.7652654,-73.98192338,W 54 St & 11 Ave,40.768333,-73.992573,1703
Washington St & Gansevoort St,40.739323,-74.008119,West St & Chambers St,40.71754834,-74.01322069,1703
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,1 Ave & E 39 St,40.74714,-73.97113,1703
Vesey Pl & River Terrace,40.7153379,-74.01658354,West St & Chambers St,40.71754834,-74.01322069,1696
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,N 6 St & Bedford Ave,40.71745169,-73.95850939,1694
Ave A & E 14 St,40.73031071000895,-73.98047178983688,E 7 St & Avenue A,40.72621788,-73.98379855,1690
Broadway & W 58 St,40.76695317,-73.98169333,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,1689
9 Ave & W 45 St,40.76019252,-73.9912551,W 36 St & 9 Ave,40.75462324029105,-73.99516761302948,1687
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,S 4 St & Wythe Ave,40.71285887,-73.96590294,1685
Christopher St & Greenwich St,40.73291553,-74.00711384,West St & Chambers St,40.71754834,-74.01322069,1683
Columbus Ave & W 72 St,40.7770575,-73.97898475,Columbus Ave & W 72 St,40.7770575,-73.97898475,1675
2 Ave & E 31 St,40.74290902,-73.97706058,2 Ave & E 29 St,40.74172351097472,-73.97809267044067,1674
6 Ave & W 33 St,40.74901271,-73.98848395,W 42 St & 6 Ave,40.75492,-73.98455,1671
E 10 St & Avenue A,40.72740794,-73.98142006,E 10 St & Avenue A,40.72740794,-73.98142006,1671
FDR Drive & E 35 St,40.744219,-73.97121214,FDR Drive & E 35 St,40.744219,-73.97121214,1669
Lenox Ave & W 111 St,40.7987859,-73.9523,Lenox Ave & W 111 St,40.7987859,-73.9523,1668
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,1664
Forsyth St\t& Grand St,40.71779817737835,-73.99316132068634,Clinton St & Grand St,40.71559509,-73.9870295,1663
E 23 St & 1 Ave,40.736502,-73.97809472,1 Ave & E 16 St,40.73221853,-73.98165557,1660
Central Park S & 6 Ave,40.76590936,-73.97634151,Central Park West & W 68 St,40.7734066,-73.97782542,1656
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,1652
5 Ave & E 103 St,40.7922553,-73.95249933,5 Ave & E 103 St,40.7922553,-73.95249933,1646
Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,12 Ave & W 40 St,40.76087502,-74.00277668,1642
1 Ave & E 16 St,40.73221853,-73.98165557,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,1640
University Pl & E 14 St,40.734814,-73.992085,University Pl & E 8 St,40.73143724085228,-73.99490341544151,1639
3 St & Prospect Park West,40.668132,-73.97363831,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,1637
3 St & 7 Ave,40.6703837,-73.97839676,7 Ave & Park Pl,40.6776147,-73.97324283,1635
Jackson Ave & 46 Rd,40.74524768,-73.94733276,46 Ave & 5 St,40.74731,-73.95451,1634
Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,1630
Albany St & Greenwich St,40.709267,-74.013247,Albany St & Greenwich St,40.709267,-74.013247,1630
1 Ave & E 78 St,40.77140426,-73.9535166,1 Ave & E 78 St,40.77140426,-73.9535166,1629
Adams St & Prospect St,40.70076308326151,-73.98869812488556,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,1629
1 Ave & E 68 St,40.76500525,-73.95818491,E 84 St & 1 Ave,40.77565541,-73.95068615,1627
10 Ave & W 14 St,40.74198159994023,-74.00831580162048,12 Ave & W 40 St,40.76087502,-74.00277668,1626
E 58 St & 1 Ave (NW Corner),40.759125,-73.962658,1 Ave & E 68 St,40.76500525,-73.95818491,1622
6 Ave & W 34 St,40.74964,-73.98805,6 Ave & W 45 St,40.756951,-73.982631,1622
Little West St & 1 Pl,40.70569254,-74.01677685,Vesey Pl & River Terrace,40.7153379,-74.01658354,1621
Norfolk St & Broome St,40.7172274,-73.98802084,Norfolk St & Broome St,40.7172274,-73.98802084,1616
7 Ave & Central Park South,40.7667405590595,-73.9790689945221,5 Ave & E 72 St,40.77282817,-73.96685276,1616
Ave A & E 14 St,40.73031071000895,-73.98047178983688,E 11 St & Avenue B,40.72746420692392,-73.97950418293476,1613
Lexington Ave & E 111 St,40.7954121,-73.9441232,Lenox Ave & W 111 St,40.7987859,-73.9523,1610
Riverside Dr & W 82 St,40.78720869,-73.98128127,Riverside Dr & W 82 St,40.78720869,-73.98128127,1604
West St & Chambers St,40.71754834,-74.01322069,Spring St & Hudson St,40.72583996792375,-74.0076532959938,1601
West St & Chambers St,40.71754834,-74.01322069,W 16 St & The High Line,40.74334935,-74.00681753,1600
Grand St & Elizabeth St,40.718822,-73.99596,Clinton St & Grand St,40.71559509,-73.9870295,1600
46 Ave & 5 St,40.74731,-73.95451,Jackson Ave & 46 Rd,40.74524768,-73.94733276,1600
Spruce St & Nassau St,40.71146364,-74.00552427,Centre St & Chambers St,40.71273266,-74.0046073,1597
Broadway\t& W 48 St,40.76017739537783,-73.98486793041229,Broadway\t& W 48 St,40.76017739537783,-73.98486793041229,1595
Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,Hope St & Union Ave,40.71167351,-73.95141312,1593
Christopher St & Greenwich St,40.73291553,-74.00711384,Washington St & Gansevoort St,40.739323,-74.008119,1593
7 Ave & Central Park South,40.7667405590595,-73.9790689945221,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,1592
E 74 St & 1 Ave,40.7689738,-73.95482273,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,1589
W 44 St & 11 Ave,40.762009,-73.996975,W 44 St & 5 Ave,40.75500254,-73.98014437,1588
5 Ave & E 72 St,40.77282817,-73.96685276,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,1584
E 39 St & 2 Ave,40.74803319428767,-73.973827958107,2 Ave & E 31 St,40.74290902,-73.97706058,1580
N 6 St & Bedford Ave,40.71745169,-73.95850939,Broadway & Berry St,40.71044554,-73.96525063,1579
Suffolk St & Stanton St,40.72066442,-73.98517977,Suffolk St & Stanton St,40.72066442,-73.98517977,1577
1 Ave & E 68 St,40.76500525,-73.95818491,E 63 St & 3 Ave,40.763954,-73.9646,1576
W 59 St & 10 Ave,40.770513,-73.988038,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,1575
1 Ave & E 78 St,40.77140426,-73.9535166,E 84 St & 1 Ave,40.77565541,-73.95068615,1575
1 Ave & E 68 St,40.76500525,-73.95818491,1 Ave & E 68 St,40.76500525,-73.95818491,1574
Kane St & Clinton St,40.6861758,-73.99645295,Clinton St & Joralemon St,40.69239502,-73.99337909,1572
E 85 St & 3 Ave,40.77801203,-73.95407149,E 81 St & York Ave,40.7728384,-73.94989233,1572
1 Ave & E 16 St,40.73221853,-73.98165557,1 Ave & E 30 St,40.74144387,-73.97536082,1570
University Pl & E 14 St,40.734814,-73.992085,W 13 St & 5 Ave,40.735445,-73.99431,1570
Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,1570
Norfolk St & Broome St,40.7172274,-73.98802084,Grand St & Samuel Dickstein Plaza,40.71511871996496,-73.98417055606842,1565
44 Dr & Jackson Ave,40.74718234,-73.9432635,46 Ave & 5 St,40.74731,-73.95451,1565
Milton St & Franklin St,40.72906,-73.95779,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,1564
Canal St & Rutgers St,40.71427487,-73.98990025,Canal St & Rutgers St,40.71427487,-73.98990025,1564
W 21 St & 6 Ave,40.74173969,-73.99415556,W 26 St & 8 Ave,40.74734825,-73.99723551,1564
Forsyth St\t& Grand St,40.71779817737835,-73.99316132068634,Henry St & Grand St,40.714211,-73.981095,1562
Broadway & W 25 St,40.74286877312112,-73.98918628692627,Broadway & W 25 St,40.74286877312112,-73.98918628692627,1559
12 Ave & W 40 St,40.76087502,-74.00277668,West St & Liberty St,40.711444,-74.014847,1558
E 81 St & York Ave,40.7728384,-73.94989233,E 85 St & 3 Ave,40.77801203,-73.95407149,1557
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,1555
E 9 St & Avenue C,40.72521311,-73.97768752,Ave A & E 14 St,40.73031071000895,-73.98047178983688,1555
E 7 St & Avenue A,40.72621788,-73.98379855,Ave A & E 14 St,40.73031071000895,-73.98047178983688,1552
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,1549
E 5 St & Ave A,40.72479007746337,-73.98430064320564,Ave A & E 14 St,40.73031071000895,-73.98047178983688,1547
Clinton St & Grand St,40.71559509,-73.9870295,Canal St & Rutgers St,40.71427487,-73.98990025,1546
Broadway & E 21 St,40.73988840858996,-73.98958593606949,W 21 St & 6 Ave,40.74173969,-73.99415556,1545
6 Ave & W 34 St,40.74964,-73.98805,6 Ave & W 34 St,40.74964,-73.98805,1543
E 85 St & 3 Ave,40.77801203,-73.95407149,1 Ave & E 78 St,40.77140426,-73.9535166,1542
W 67 St & Broadway,40.77492513,-73.98266566,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747852,1541
E 91 St & 2 Ave,40.78115276427916,-73.94963040947914,E 91 St & 2 Ave,40.78115276427916,-73.94963040947914,1540
Broadway & W 61 St,40.77003010255044,-73.9819684624672,Broadway & W 61 St,40.77003010255044,-73.9819684624672,1534
Clinton Ave & Myrtle Ave,40.693261,-73.968896,Willoughby St & Fleet St,40.69196566,-73.9813018,1534
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,DeKalb Ave & Hudson Ave,40.689888,-73.981013,1531
3 St & Prospect Park West,40.668132,-73.97363831,West Drive & Prospect Park West,40.6610633719006,-73.97945255041122,1530
W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,W 15 St & 7 Ave,40.73935542,-73.99931783,1528
8 Ave & W 38 St,40.75461,-73.99177,8 Ave & W 38 St,40.75461,-73.99177,1527
W 21 St & 6 Ave,40.74173969,-73.99415556,W 21 St & 6 Ave,40.74173969,-73.99415556,1527
E 14 St & 1 Ave,40.73139303364151,-73.98286700248718,1 Ave & E 16 St,40.73221853,-73.98165557,1525
1 Ave & E 68 St,40.76500525,-73.95818491,E 55 St & 2 Ave,40.75797322,-73.96603308,1524
Broadway & Battery Pl,40.70463334,-74.01361706,Little West St & 1 Pl,40.70569254,-74.01677685,1522
1 Ave & E 18 St,40.73381219196632,-73.98054420948029,E 27 St & 1 Ave,40.739445,-73.976806,1521
8 Ave & W 16 St,40.740983,-74.001702,E 16 St & 5 Ave,40.73726186,-73.99238967,1519
W 43 St & 10 Ave,40.76009437,-73.99461843,W 43 St & 10 Ave,40.76009437,-73.99461843,1519
8 Ave & W 33 St,40.751551,-73.993934,W 35 St & 8 Ave,40.752762088742045,-73.99280458705107,1518
5 Ave & E 72 St,40.77282817,-73.96685276,5 Ave & E 87 St,40.78232260730881,-73.95987510681152,1518
West Drive & Prospect Park West,40.6610633719006,-73.97945255041122,Parade Pl & Crooke Ave,40.651847,-73.965248,1518
Ave A & E 14 St,40.73031071000895,-73.98047178983688,E 5 St & Ave A,40.72479007746337,-73.98430064320564,1517
E 20 St & FDR Dr,40.733208626522426,-73.9756813647,E 20 St & FDR Dr,40.733208626522426,-73.9756813647,1516
W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,8 Ave & W 16 St,40.740983,-74.001702,1509
E 85 St & 3 Ave,40.77801203,-73.95407149,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,1509
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,1508
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,1507
W 22 St & 8 Ave,40.74475148,-73.99915362,W 21 St & 6 Ave,40.74173969,-73.99415556,1505
E 63 St & 3 Ave,40.763954,-73.9646,1 Ave & E 68 St,40.76500525,-73.95818491,1504
W 37 St & 10 Ave,40.75660359,-73.9979009,8 Ave & W 33 St,40.751551,-73.993934,1503
8 Ave & W 52 St,40.76370739,-73.9851615,W 53 St & 10 Ave,40.76669671,-73.99061728,1503
Central Park S & 6 Ave,40.76590936,-73.97634151,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,1500
Broadway & W 58 St,40.76695317,-73.98169333,Broadway & W 51 St,40.76228826,-73.98336183,1500
South St & Gouverneur Ln,40.70355377,-74.00670227,South St & Whitehall St,40.70122128,-74.01234218,1499
Ave A & E 14 St,40.73031071000895,-73.98047178983688,E 10 St & Avenue A,40.72740794,-73.98142006,1499
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,1497
Berry St & N 8 St,40.7190095,-73.95852515,Milton St & Franklin St,40.72906,-73.95779,1493
W 44 St & 11 Ave,40.762009,-73.996975,W 44 St & 11 Ave,40.762009,-73.996975,1491
S 4 St & Wythe Ave,40.71285887,-73.96590294,S 4 St & Wythe Ave,40.71285887,-73.96590294,1491
University Pl & E 14 St,40.734814,-73.992085,Washington Square E,40.73049393,-73.9957214,1491
Norfolk St & Broome St,40.7172274,-73.98802084,Clinton St & Grand St,40.71559509,-73.9870295,1490
Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,4 Ave & E 12 St,40.732647,-73.99011,1489
