start_station_name,start_lat,start_lng,end_station_name,end_lat,end_lng,trip_count
8 Ave & W 33 St,40.751551,-73.993934,W 37 St & 10 Ave,40.75660359,-73.9979009,1288
West St & Liberty St,40.711444,-74.014847,Broadway & Battery Pl,40.70463334,-74.01361706,1287
Lafayette St & Jersey St,40.72456089,-73.99565293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,1287
West St & Chambers St,40.71754834,-74.01322069,Greenwich St & W Houston St,40.728846,-74.008591,1286
8 Ave & W 33 St,40.751551,-73.993934,8 Ave & W 38 St,40.75461,-73.99177,1286
W 26 St & 8 Ave,40.74734825,-73.99723551,W 26 St & 10 Ave,40.749717753,-74.002950346,1285
Broadway & Battery Pl,40.70463334,-74.01361706,Broadway & Battery Pl,40.70463334,-74.01361706,1285
Ave A & E 14 St,40.73031071000895,-73.98047178983688,E 7 St & Ave B,40.7251285241158,-73.98131668567657,1284
Vesey Pl & River Terrace,40.7153379,-74.01658354,10 Ave & W 14 St,40.74198159994023,-74.00831580162048,1284
Milton St & Franklin St,40.72906,-73.95779,Berry St & N 8 St,40.7190095,-73.95852515,1283
West Thames St,40.70834698,-74.01713445,Vesey Pl & River Terrace,40.7153379,-74.01658354,1282
Forsyth St & Canal St,40.7158155,-73.99422366,Forsyth St & Canal St,40.7158155,-73.99422366,1281
6 Ave & Broome St,40.72431,-74.00473,6 Ave & Broome St,40.72431,-74.00473,1280
Clinton St & Union St,40.6831164,-73.99785267,Clinton St & Joralemon St,40.69239502,-73.99337909,1279
W 50 St & 10 Ave,40.76473420006519,-73.99194359779358,8 Ave & W 49 St,40.76171227910671,-73.98655101656914,1277
6 Ave & W 34 St,40.74964,-73.98805,Broadway & W 25 St,40.74286877312112,-73.98918628692627,1276
5 Ave & E 87 St,40.78232260730881,-73.95987510681152,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,1276
Broadway & Berry St,40.71044554,-73.96525063,Broadway & Roebling St,40.70924826276157,-73.96063148975372,1274
Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,1273
W 82 St & Central Park West,40.78275,-73.97137,W 82 St & Central Park West,40.78275,-73.97137,1273
W 100 St & Manhattan Ave,40.795,-73.9645,W 100 St & Manhattan Ave,40.795,-73.9645,1272
10 Ave & W 28 St,40.75066386,-74.00176802,9 Ave & W 22 St,40.7454973,-74.00197139,1271
Nassau Ave & Russell St,40.72557,-73.94434,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,1271
5 Ave & E 78 St,40.77632142182271,-73.96427392959595,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,1270
9 Ave & W 45 St,40.76019252,-73.9912551,8 Ave & W 33 St,40.751551,-73.993934,1270
S 5 Pl & S 5 St,40.710451,-73.960876,Norfolk St & Broome St,40.7172274,-73.98802084,1269
W 44 St & 5 Ave,40.75500254,-73.98014437,W 41 St & 8 Ave,40.75640548,-73.9900262,1268
Grand St & Elizabeth St,40.718822,-73.99596,Grand St & Elizabeth St,40.718822,-73.99596,1267
W 21 St & 6 Ave,40.74173969,-73.99415556,W 20 St & 7 Ave,40.74238787,-73.99726235,1267
N 6 St & Bedford Ave,40.71745169,-73.95850939,Milton St & Franklin St,40.72906,-73.95779,1266
Canal St & Rutgers St,40.71427487,-73.98990025,Grand St & Samuel Dickstein Plaza,40.71511871996496,-73.98417055606842,1265
6 Ave & W 34 St,40.74964,-73.98805,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,1264
Christopher St & Greenwich St,40.73291553,-74.00711384,Christopher St & Greenwich St,40.73291553,-74.00711384,1264
E 27 St & 1 Ave,40.739445,-73.976806,1 Ave & E 39 St,40.74714,-73.97113,1264
Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063,Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063,1264
N 6 St & Bedford Ave,40.71745169,-73.95850939,S 3 St & Bedford Ave,40.71260486,-73.96264403,1262
West St & Liberty St,40.711444,-74.014847,West Thames St,40.70834698,-74.01713445,1262
Grand St & Samuel Dickstein Plaza,40.71511871996496,-73.98417055606842,Canal St & Rutgers St,40.71427487,-73.98990025,1260
Rivington St & Ridge St,40.71850211,-73.98329859,Rivington St & Ridge St,40.71850211,-73.98329859,1258
North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,1256
W 16 St & The High Line,40.74334935,-74.00681753,E 16 St & 5 Ave,40.73726186,-73.99238967,1255
Norman St & Wyckoff Ave,40.69517,-73.90311,Forest Ave & Summerfield St,40.69922,-73.89795,1254
7 Ave & Park Pl,40.6776147,-73.97324283,Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629,1252
Sands St & Jay St,40.700119,-73.9862,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805,1252
W 54 St & 11 Ave,40.768333,-73.992573,W 34 St & 11 Ave,40.75594159,-74.0021163,1252
Vesey St & Church St,40.71221958009051,-74.01047229766846,Vesey St & Church St,40.71221958009051,-74.01047229766846,1251
2 Ave & E 72 St,40.7687620293096,-73.95840793848038,E 55 St & 2 Ave,40.75797322,-73.96603308,1248
Washington Pl & 6 Ave,40.73224119,-74.00026394,W 21 St & 6 Ave,40.74173969,-73.99415556,1247
W 46 St & 11 Ave,40.76341379,-73.99667444,W 44 St & 11 Ave,40.762009,-73.996975,1247
W 20 St & 7 Ave,40.74238787,-73.99726235,W 21 St & 6 Ave,40.74173969,-73.99415556,1247
E 6 St & Avenue B,40.72453734,-73.98185424,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,1246
Dyckman St & Staff St,40.868846,-73.931537,Dyckman St & Staff St,40.868846,-73.931537,1245
W 13 St & 5 Ave,40.735445,-73.99431,W 13 St & 7 Ave,40.73781509,-73.99994661,1244
Clinton St & Grand St,40.71559509,-73.9870295,Norfolk St & Broome St,40.7172274,-73.98802084,1242
Henry St & Grand St,40.714211,-73.981095,Forsyth St\t& Grand St,40.71779817737835,-73.99316132068634,1241
1 Ave & E 16 St,40.73221853,-73.98165557,E 20 St & FDR Dr,40.733208626522426,-73.9756813647,1240
W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,1240
Market St & Henry St,40.71310702305908,-73.99446353316307,Clinton St & Grand St,40.71559509,-73.9870295,1239
Broadway & W 38 St,40.7529728216068,-73.98734897375107,Broadway & W 25 St,40.74286877312112,-73.98918628692627,1239
8 Ave & W 33 St,40.751551,-73.993934,W 43 St & 10 Ave,40.76009437,-73.99461843,1239
Broadway & W 51 St,40.76228826,-73.98336183,W 53 St & 10 Ave,40.76669671,-73.99061728,1238
W 54 St & 11 Ave,40.768333,-73.992573,8 Ave & W 33 St,40.751551,-73.993934,1237
Forest Ave & Summerfield St,40.69922,-73.89795,Norman St & Wyckoff Ave,40.69517,-73.90311,1237
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,Columbus Ave & W 72 St,40.7770575,-73.97898475,1236
E 25 St & 2 Ave,40.73912601,-73.97973776,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,1236
11 Ave & W 41 St,40.76030096,-73.99884222,11 Ave & W 27 St,40.751396,-74.005226,1235
Water St & Main St,40.703212,-73.990409,Water St & Main St,40.703212,-73.990409,1234
W 13 St & 5 Ave,40.735445,-73.99431,W 13 St & 5 Ave,40.735445,-73.99431,1234
Amsterdam Ave & W 66 St,40.7746671,-73.98470567,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,1233
Broadway & W 29 St,40.7462009,-73.98855723,Broadway & E 21 St,40.73988840858996,-73.98958593606949,1232
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,1232
E 23 St & 1 Ave,40.736502,-73.97809472,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,1232
6 Ave & W 33 St,40.74901271,-73.98848395,E 40 St & Park Ave,40.750756,-73.978326,1232
E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.73454567,-73.99074142,1231
Broadway & E 21 St,40.73988840858996,-73.98958593606949,9 Ave & W 22 St,40.7454973,-74.00197139,1230
W 26 St & 8 Ave,40.74734825,-73.99723551,8 Ave & W 33 St,40.751551,-73.993934,1229
Henry St & Grand St,40.714211,-73.981095,Henry St & Grand St,40.714211,-73.981095,1228
W 21 St & 6 Ave,40.74173969,-73.99415556,8 Ave & W 38 St,40.75461,-73.99177,1226
2 Ave & E 72 St,40.7687620293096,-73.95840793848038,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,1225
7 Ave & Central Park South,40.7667405590595,-73.9790689945221,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,1225
Central Park S & 6 Ave,40.76590936,-73.97634151,Broadway & W 58 St,40.76695317,-73.98169333,1222
E 44 St & Lexington Ave,40.752643,-73.974996,E 44 St & 2 Ave,40.75118387463277,-73.97138714790344,1222
W 20 St & 8 Ave,40.74345335,-74.00004031,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,1221
W 20 St & 8 Ave,40.74345335,-74.00004031,W 20 St & 10 Ave,40.745686,-74.005141,1220
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,Central Park West & W 68 St,40.7734066,-73.97782542,1220
E 20 St & FDR Dr,40.733208626522426,-73.9756813647,1 Ave & E 16 St,40.73221853,-73.98165557,1220
West St & Liberty St,40.711444,-74.014847,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,1220
Central Park West & W 76 St,40.77896784,-73.97374737,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,1219
E 41 St & Madison Ave (SW corner),40.752165280621966,-73.97992193698882,W 31 St & 7 Ave,40.749156,-73.9916,1219
5 Ave & E 87 St,40.78232260730881,-73.95987510681152,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,1218
E 40 St & Park Ave,40.750756,-73.978326,FDR Drive & E 35 St,40.744219,-73.97121214,1218
6 Ave & W 45 St,40.756951,-73.982631,6 Ave & W 45 St,40.756951,-73.982631,1217
9 Ave & W 18 St,40.74317449,-74.00366443,W 20 St & 8 Ave,40.74345335,-74.00004031,1216
9 Ave & W 45 St,40.76019252,-73.9912551,9 Ave & W 45 St,40.76019252,-73.9912551,1215
E 27 St & 1 Ave,40.739445,-73.976806,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,1215
5 Ave & E 78 St,40.77632142182271,-73.96427392959595,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,1214
Steinway St & 28 Ave,40.7656251,-73.9136695,31 St & Newtown Ave,40.7675487799971,-73.9209334552288,1214
9 Ave & W 22 St,40.7454973,-74.00197139,Broadway & E 21 St,40.73988840858996,-73.98958593606949,1214
7 Ave & Central Park South,40.7667405590595,-73.9790689945221,Central Park West & W 68 St,40.7734066,-73.97782542,1214
DeKalb Ave & Hudson Ave,40.689888,-73.981013,Willoughby St & Fleet St,40.69196566,-73.9813018,1214
9 Ave & W 22 St,40.7454973,-74.00197139,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,1214
Broadway & W 58 St,40.76695317,-73.98169333,5 Ave & E 72 St,40.77282817,-73.96685276,1213
W 31 St & 7 Ave,40.749156,-73.9916,Lexington Ave & E 24 St,40.74025878,-73.98409214,1212
E 1 St & 1 Ave,40.72335597960796,-73.98864984512329,E 1 St & 1 Ave,40.72335597960796,-73.98864984512329,1212
5 Ave & E 72 St,40.77282817,-73.96685276,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,1211
W 16 St & The High Line,40.74334935,-74.00681753,W 16 St & The High Line,40.74334935,-74.00681753,1211
W 43 St & 10 Ave,40.76009437,-73.99461843,8 Ave & W 33 St,40.751551,-73.993934,1211
Broadway & W 58 St,40.76695317,-73.98169333,11 Ave & W 59 St,40.77149671054441,-73.99046033620834,1210
Central Park West & W 72 St,40.77579376683666,-73.9762057363987,Central Park West & W 85 St,40.78476,-73.969862,1210
Central Park West & W 72 St,40.77579376683666,-73.9762057363987,Broadway & W 58 St,40.76695317,-73.98169333,1209
Broadway & W 56 St,40.7652654,-73.98192338,W 53 St & 10 Ave,40.76669671,-73.99061728,1209
E 14 St & Avenue B,40.72938685,-73.97772429,Ave A & E 14 St,40.73031071000895,-73.98047178983688,1208
1 Ave & E 78 St,40.77140426,-73.9535166,1 Ave & E 62 St,40.7612274,-73.96094022,1206
W 21 St & 6 Ave,40.74173969,-73.99415556,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,1206
Picnic Point,40.68512559515415,-74.02535319328308,Picnic Point,40.68512559515415,-74.02535319328308,1205
W 16 St & The High Line,40.74334935,-74.00681753,W 15 St & 7 Ave,40.73935542,-73.99931783,1205
1 Ave & E 110 St,40.7923272,-73.9383,2 Ave & E 96 St,40.7839636,-73.9471673,1205
Columbus Ave & W 72 St,40.7770575,-73.97898475,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,1204
E 44 St & Lexington Ave,40.752643,-73.974996,1 Ave & E 68 St,40.76500525,-73.95818491,1204
W 15 St & 7 Ave,40.73935542,-73.99931783,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,1204
West End Ave & W 60 St,40.77237,-73.99005,Broadway & W 58 St,40.76695317,-73.98169333,1203
W 31 St & 7 Ave,40.749156,-73.9916,E 30 St & Park Ave S,40.74444921,-73.98303529,1203
8 Ave & W 16 St,40.740983,-74.001702,10 Ave & W 28 St,40.75066386,-74.00176802,1203
Central Park West & W 85 St,40.78476,-73.969862,Central Park W & W 91 St,40.78866499127884,-73.96680057048798,1202
Astoria Park S & Shore Blvd,40.7767,-73.927631,Astoria Park S & Shore Blvd,40.7767,-73.927631,1201
Central Ave & Woodbine St,40.69296,-73.91605,Wyckoff Ave & Gates Ave,40.699871408829885,-73.91171872615814,1201
Fulton St & Utica Ave,40.6794268,-73.9298911,Lewis Ave & Madison St,40.686312,-73.935775,1201
West St & Liberty St,40.711444,-74.014847,12 Ave & W 40 St,40.76087502,-74.00277668,1201
W 22 St & 8 Ave,40.74475148,-73.99915362,W 26 St & 8 Ave,40.74734825,-73.99723551,1201
West St & Chambers St,40.71754834,-74.01322069,Washington St & Barrow St,40.73191132323174,-74.008769094944,1201
Spruce St & Nassau St,40.71146364,-74.00552427,Spruce St & Nassau St,40.71146364,-74.00552427,1200
Broadway & E 14 St,40.73454567,-73.99074142,Washington Square E,40.73049393,-73.9957214,1200
Central Park West & W 72 St,40.77579376683666,-73.9762057363987,5 Ave & E 87 St,40.78232260730881,-73.95987510681152,1200
West St & Chambers St,40.71754834,-74.01322069,Bank St & Washington St,40.7361967,-74.00859207,1199
8 Ave & W 38 St,40.75461,-73.99177,Broadway & W 38 St,40.7529728216068,-73.98734897375107,1198
Warren St & W Broadway,40.71473993,-74.00910627,Centre St & Chambers St,40.71273266,-74.0046073,1197
10 Ave & W 28 St,40.75066386,-74.00176802,W 27 St & 7 Ave,40.746647,-73.993915,1195
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,1195
Broadway & W 25 St,40.74286877312112,-73.98918628692627,6 Ave & W 33 St,40.74901271,-73.98848395,1195
1 Ave & E 18 St,40.73381219196632,-73.98054420948029,Broadway & E 21 St,40.73988840858996,-73.98958593606949,1194
7 Ave & Central Park South,40.7667405590595,-73.9790689945221,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,1194
6 Ave & W 33 St,40.74901271,-73.98848395,W 51 St & 6 Ave,40.7606597,-73.98042047,1193
Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,1193
E 25 St & 2 Ave,40.73912601,-73.97973776,W 31 St & 7 Ave,40.749156,-73.9916,1193
W 18 St & 6 Ave,40.73971301,-73.99456405,W 21 St & 6 Ave,40.74173969,-73.99415556,1192
E 84 St & 1 Ave,40.77565541,-73.95068615,E 85 St & 3 Ave,40.77801203,-73.95407149,1190
Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,4 Ave & E 12 St,40.732647,-73.99011,1189
Graham Ave & Conselyea St,40.715143,-73.944507,Morgan Ave & Lombardy St,40.72226,-73.93889,1189
W 54 St & 11 Ave,40.768333,-73.992573,W 54 St & 9 Ave,40.76584941,-73.98690506,1188
Hope St & Union Ave,40.71167351,-73.95141312,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,1185
West St & Chambers St,40.71754834,-74.01322069,Morton St & Washington St,40.73115,-74.00887,1185
5 Ave & E 87 St,40.78232260730881,-73.95987510681152,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,1185
E 2 St & Avenue A,40.72307749068673,-73.98583620786667,Ave A & E 14 St,40.73031071000895,-73.98047178983688,1185
11 Ave & W 27 St,40.751396,-74.005226,West St & Chambers St,40.71754834,-74.01322069,1184
Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,Little West St & 1 Pl,40.70569254,-74.01677685,1184
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,E 20 St & 2 Ave,40.73587678,-73.98205027,1184
Columbus Ave & W 95 St,40.7919557,-73.968087,Columbus Ave & W 72 St,40.7770575,-73.97898475,1184
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,Central Park S & 6 Ave,40.76590936,-73.97634151,1183
W 50 St & 10 Ave,40.76473420006519,-73.99194359779358,W 50 St & 9 Ave,40.76360467795863,-73.98917958140373,1181
W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,W 15 St & 10 Ave,40.74275382865903,-74.00747358798981,1180
N 6 St & Bedford Ave,40.71745169,-73.95850939,Nassau Ave & Russell St,40.72557,-73.94434,1179
E 1 St & 1 Ave,40.72335597960796,-73.98864984512329,1 Ave & E 6 St,40.72633085971696,-73.98616880178452,1179
South St & Gouverneur Ln,40.70355377,-74.00670227,South St & Gouverneur Ln,40.70355377,-74.00670227,1178
Columbus Ave & W 95 St,40.7919557,-73.968087,Columbus Ave & W 95 St,40.7919557,-73.968087,1177
35 Ave & 10 St,40.76315481910373,-73.93985509872437,21 St & Queens Plaza North,40.75325964,-73.94335788,1177
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,W 63 St & Broadway,40.77163851,-73.98261428,1175
18 St & 27 Ave,40.772768286288304,-73.92743647098541,31 St & Newtown Ave,40.7675487799971,-73.9209334552288,1174
S 4 St & Wythe Ave,40.71285887,-73.96590294,Broadway & Roebling St,40.70924826276157,-73.96063148975372,1174
E 23 St & 1 Ave,40.736502,-73.97809472,E 27 St & 1 Ave,40.739445,-73.976806,1173
E 1 St & 1 Ave,40.72335597960796,-73.98864984512329,E 11 St & 1 Ave,40.72953837,-73.98426726,1173
E 47 St & 2 Ave,40.75323098,-73.97032517,E 44 St & Lexington Ave,40.752643,-73.974996,1173
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,E 39 St & 2 Ave,40.74803319428767,-73.973827958107,1173
10 Ave & W 28 St,40.75066386,-74.00176802,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,1172
Lenox Ave & W 111 St,40.7987859,-73.9523,Lexington Ave & E 111 St,40.7954121,-73.9441232,1172
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,W 106 St & Central Park West,40.7981856,-73.9605909006,1172
E 85 St & 3 Ave,40.77801203,-73.95407149,E 82 St & East End Ave,40.7724607,-73.9468208,1172
Washington St & Gansevoort St,40.739323,-74.008119,West St & Liberty St,40.711444,-74.014847,1171
8 Ave & W 49 St,40.76171227910671,-73.98655101656914,Broadway & W 58 St,40.76695317,-73.98169333,1171
Kingsland Ave & Nassau Ave,40.72577,-73.94173,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,1170
E 85 St & 3 Ave,40.77801203,-73.95407149,E 85 St & 3 Ave,40.77801203,-73.95407149,1169
W 21 St & 6 Ave,40.74173969,-73.99415556,W 13 St & 7 Ave,40.73781509,-73.99994661,1169
8 Ave & W 33 St,40.751551,-73.993934,8 Ave & W 33 St,40.751551,-73.993934,1168
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,DeKalb Ave & Hudson Ave,40.689888,-73.981013,1168
E 6 St & Avenue B,40.72453734,-73.98185424,E 1 St & 1 Ave,40.72335597960796,-73.98864984512329,1168
Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,1167
2 Ave & E 31 St,40.74290902,-73.97706058,E 25 St & 2 Ave,40.73912601,-73.97973776,1167
West End Ave & W 60 St,40.77237,-73.99005,W 54 St & 11 Ave,40.768333,-73.992573,1166
E 161 St & River Ave,40.827883,-73.927111,E 161 St & River Ave,40.827883,-73.927111,1166
Plaza St East & Flatbush Ave,40.673134,-73.969106,West Drive & Prospect Park West,40.6610633719006,-73.97945255041122,1165
E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,1165
S 5 Pl & S 5 St,40.710451,-73.960876,Allen St & Rivington St,40.72019576,-73.98997825,1165
8 Ave & W 52 St,40.76370739,-73.9851615,9 Ave & W 45 St,40.76019252,-73.9912551,1165
Central Park S & 6 Ave,40.76590936,-73.97634151,Central Park West & W 76 St,40.77896784,-73.97374737,1165
W 20 St & 7 Ave,40.74238787,-73.99726235,W 20 St & 10 Ave,40.745686,-74.005141,1164
E 44 St & Lexington Ave,40.752643,-73.974996,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,1163
West Drive & Prospect Park West,40.6610633719006,-73.97945255041122,Plaza St East & Flatbush Ave,40.673134,-73.969106,1163
W 89 St & Columbus Ave,40.7882213,-73.97041561,W 84 St & Columbus Ave,40.78499979,-73.97283406,1163
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,5 Ave & E 93 St,40.7857851,-73.957481,1163
Ave A & E 14 St,40.73031071000895,-73.98047178983688,E 12 St & Ave C,40.727243,-73.976831,1163
Broadway & E 14 St,40.73454567,-73.99074142,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,1162
